last_score,study_duration,total_reviews,last_gap_days,days_until_next_revision
58.62,5.0,6,2.88,14.05
69.19,20.67,2,4.98,11.63
85.43,24.23,6,6.35,17.36
87.74,24.55,4,5.18,12.99
70.59,36.83,1,0.63,4.02
73.93,5.86,2,1.81,7.55
52.23,8.72,4,6.61,10.07
69.64,49.94,4,10.61,15.15
88.36,88.22,5,0.24,13.41
83.63,5.0,7,0.22,11.33
82.51,20.65,6,5.16,18.13
75.75,7.23,7,3.97,14.54
75.11,5.0,5,0.84,11.48
65.1,11.81,6,3.97,15.24
85.48,5.0,3,18.34,19.99
81.31,37.13,3,4.98,10.49
82.38,22.89,3,2.98,6.73
67.11,5.0,3,8.79,13.95
42.7,5.0,3,1.2,5.44
91.46,49.53,6,2.67,16.28
67.82,5.81,4,3.75,12.0
62.06,27.96,5,3.51,7.95
85.4,12.33,1,12.69,9.9
69.12,26.42,3,1.73,8.57
90.9,11.38,4,0.29,7.0
84.26,5.0,1,12.41,9.99
85.25,7.57,4,1.22,11.18
54.51,6.25,6,2.38,12.89
93.18,16.76,7,3.78,17.78
78.92,32.21,4,18.62,20.47
69.46,9.19,2,3.83,6.02
77.15,5.0,3,2.97,8.0
48.36,21.95,3,4.38,10.62
81.13,27.92,4,17.67,21.64
59.56,98.8,3,8.52,11.93
54.71,26.71,1,0.93,5.53
52.16,19.11,6,8.13,17.2
91.69,25.56,5,9.2,17.47
65.56,78.89,7,5.87,17.65
98.01,52.87,2,5.35,10.5
66.96,11.7,6,2.91,16.97
49.39,8.12,2,5.13,8.32
58.25,9.14,2,6.69,9.99
93.54,21.06,5,0.66,13.34
72.66,40.88,4,1.49,9.84
66.78,20.99,5,1.08,11.8
77.4,5.0,9,9.2,21.57
82.53,38.58,5,5.7,14.61
91.76,49.19,3,3.0,11.88
96.73,10.25,3,8.75,12.51
69.6,32.73,1,6.31,6.87
55.11,16.68,1,12.24,11.41
68.8,65.98,3,0.4,8.44
78.9,55.97,5,3.56,13.64
60.54,22.36,1,6.13,5.07
60.64,35.28,2,1.16,8.65
80.16,64.46,3,1.98,11.36
74.27,20.54,4,2.71,12.48
75.49,11.27,4,7.91,14.5
63.62,42.03,5,3.4,10.81
71.54,7.46,5,3.39,13.24
61.14,14.76,4,2.82,9.8
88.35,60.24,5,1.3,12.13
90.53,38.67,5,12.82,19.83
47.31,15.52,5,1.91,13.57
61.06,7.25,4,4.19,13.51
52.55,13.2,2,0.81,7.18
65.25,10.03,4,2.85,10.81
73.75,5.81,3,11.71,13.81
53.26,40.8,10,26.98,30.48
61.17,8.71,2,2.25,6.92
59.94,18.16,8,0.84,17.08
78.11,14.63,1,1.89,9.33
76.04,120.0,1,1.98,7.07
64.17,14.88,5,5.17,10.55
77.65,5.0,5,3.43,12.38
66.8,5.0,2,7.32,11.44
70.93,26.8,5,6.04,17.62
100.0,27.44,8,1.45,20.15
95.11,16.28,8,7.67,22.79
55.51,16.96,5,9.4,13.98
87.45,5.0,3,4.56,10.0
87.17,21.8,5,13.13,16.8
57.78,21.08,3,7.64,10.56
87.28,5.0,5,4.52,15.58
98.07,5.0,4,11.83,19.34
58.16,5.0,2,4.59,8.8
61.24,5.0,10,3.68,19.6
90.26,28.23,3,2.2,8.98
79.07,6.56,3,10.72,13.76
83.27,8.69,6,0.65,13.94
80.11,5.72,5,3.21,11.01
80.86,94.99,7,3.85,19.44
55.1,57.85,4,4.05,11.11
90.71,7.86,5,5.28,16.1
92.54,11.91,3,3.52,11.07
71.56,7.07,2,1.48,7.88
74.35,20.31,2,9.72,10.86
52.03,5.0,4,5.36,10.85
82.71,33.38,5,9.77,18.04
83.58,22.22,5,1.62,12.66
74.07,68.67,6,5.07,14.72
91.87,5.39,7,6.26,18.48
69.99,48.91,6,2.42,15.1
83.47,47.1,2,8.36,14.2
59.71,5.0,1,0.01,6.3
74.65,15.25,5,4.52,13.65
72.38,5.6,6,4.75,14.27
78.38,8.82,4,3.82,11.63
69.46,9.17,6,4.97,14.33
73.03,24.37,7,0.91,15.77
87.39,15.9,2,5.77,12.08
68.45,88.54,5,2.05,15.28
50.9,5.0,2,3.01,6.51
100.0,109.14,6,2.03,16.06
95.72,7.87,7,3.21,16.39
55.62,44.47,4,4.86,9.05
85.35,12.42,5,9.11,14.73
67.46,5.0,4,3.3,11.06
78.95,58.53,4,1.95,12.47
79.41,11.08,2,3.35,9.57
71.48,32.26,4,5.84,11.86
63.24,25.07,8,2.13,15.91
64.64,19.15,2,2.67,7.48
61.26,20.54,1,4.14,6.4
62.52,39.53,7,1.74,16.19
73.99,5.0,2,1.17,5.41
64.26,33.09,2,0.76,5.42
85.23,67.85,3,2.17,10.53
97.31,5.0,5,0.25,10.52
66.3,5.0,4,4.38,8.74
78.59,37.83,5,0.97,10.3
82.5,17.25,6,2.37,14.23
82.08,15.5,3,1.57,10.59
76.14,5.0,4,4.98,13.36
86.14,21.2,4,9.5,17.79
82.23,5.0,4,5.02,12.86
56.44,19.42,3,3.91,9.95
88.04,43.27,5,5.53,15.01
88.31,8.96,6,0.15,13.34
63.55,19.66,6,0.66,15.95
75.57,120.0,2,0.5,9.42
85.25,34.81,6,0.52,14.62
71.86,55.23,5,1.51,11.05
91.09,16.08,4,3.8,13.34
100.0,43.81,6,0.61,16.02
63.21,5.0,1,13.68,13.25
54.28,5.0,5,9.63,16.06
79.56,6.81,2,17.81,15.81
85.82,15.42,6,0.22,13.4
71.54,56.07,7,9.53,19.67
96.8,12.75,4,8.14,15.28
54.92,31.89,4,11.62,16.99
85.39,37.07,7,3.75,18.87
65.91,26.47,2,7.75,11.74
100.0,13.26,6,0.26,17.4
100.0,25.82,2,0.39,4.64
63.5,12.57,5,0.63,10.51
66.76,5.0,4,12.31,15.56
87.89,120.0,3,0.32,10.04
69.19,5.0,1,0.53,3.91
74.32,5.0,2,13.33,10.89
75.38,63.24,3,0.57,9.14
46.2,10.78,3,10.19,13.43
74.79,31.52,2,7.79,12.32
64.65,11.97,8,0.21,14.41
67.6,14.9,5,0.11,11.51
96.65,9.12,4,3.82,14.93
56.15,12.6,2,29.35,18.41
87.2,15.86,6,10.55,18.66
70.82,38.23,4,1.86,11.54
70.8,21.49,4,2.44,11.13
86.86,86.24,3,2.45,12.78
80.1,5.0,3,6.62,9.65
83.56,20.98,5,2.09,11.56
89.52,26.33,4,0.8,12.34
70.03,75.85,3,6.87,10.15
65.82,5.0,2,3.06,9.12
58.72,25.56,4,0.4,10.24
62.62,57.65,3,7.8,13.61
100.0,8.31,5,4.4,14.14
93.67,62.7,4,3.36,14.17
54.73,5.0,2,5.59,6.86
55.16,39.55,1,3.52,6.06
82.23,81.14,6,5.23,17.13
83.21,32.12,3,10.11,12.9
83.23,17.34,2,4.75,10.15
71.18,5.0,2,5.39,7.62
73.12,75.81,4,4.76,13.7
79.92,19.06,5,3.79,16.32
76.29,5.0,5,0.94,9.98
41.71,35.12,3,2.04,8.16
71.55,19.72,3,5.91,8.93
62.23,5.0,2,2.77,6.33
77.63,7.23,3,2.61,10.86
100.0,5.0,4,7.12,14.0
80.51,25.62,6,0.03,14.58
70.3,29.19,3,5.68,11.88
88.83,21.14,5,3.36,13.88
82.24,50.96,5,2.36,12.1
81.3,59.2,4,2.08,13.12
84.1,28.68,4,0.95,11.61
100.0,5.0,2,2.03,6.81
58.04,35.65,4,2.48,9.29
82.1,16.24,3,2.88,6.16
61.1,25.01,6,5.58,13.21
83.33,31.42,3,3.02,10.23
61.22,12.93,1,7.96,7.17
68.74,74.7,3,5.1,10.49
70.57,5.0,3,1.05,10.72
89.64,33.4,5,1.62,14.89
88.78,5.0,6,0.41,12.69
56.31,77.57,8,14.57,24.58
75.82,5.0,3,10.88,15.64
64.36,5.0,2,0.44,7.45
56.12,12.15,6,4.27,14.59
71.74,14.03,4,16.14,19.54
70.37,7.24,7,6.87,18.73
100.0,26.39,3,3.38,9.81
81.49,17.55,6,1.38,13.77
54.34,5.0,7,1.64,13.29
66.53,11.55,3,6.66,13.08
90.32,49.89,2,7.58,11.27
100.0,35.11,4,3.76,12.34
51.21,38.72,5,0.64,12.57
46.8,35.93,6,13.58,19.12
100.0,11.17,6,9.31,22.01
80.84,5.0,4,0.76,9.21
61.98,9.54,6,0.29,11.63
83.02,53.48,2,3.84,11.64
35.46,118.08,4,1.67,8.66
75.05,20.43,2,1.67,9.91
79.92,5.0,3,0.46,7.0
88.86,5.0,4,15.33,19.11
59.79,11.66,4,8.86,10.85
76.29,25.92,8,0.6,16.62
61.12,5.0,2,10.46,9.32
78.83,86.13,6,5.74,20.14
61.57,13.63,3,1.97,7.18
68.88,73.11,3,10.25,13.04
60.06,45.5,5,4.56,14.34
84.77,42.25,3,9.44,13.26
87.88,28.0,6,3.17,16.49
71.48,29.57,6,3.47,13.74
75.57,30.48,4,1.72,9.96
53.27,29.72,2,2.45,7.34
70.5,24.2,5,4.19,11.7
74.25,120.0,5,14.69,21.15
100.0,39.54,2,4.58,12.27
58.32,45.01,3,0.8,9.39
96.96,61.78,5,0.04,14.36
89.95,7.29,7,9.52,16.99
79.21,5.0,7,2.27,14.98
100.0,19.79,1,1.89,7.43
80.58,21.65,2,8.07,13.6
80.84,53.01,3,14.54,15.82
74.2,17.6,8,6.89,16.0
93.35,25.38,7,0.95,14.56
91.45,22.46,6,2.48,14.2
65.61,5.0,5,7.12,11.19
55.21,28.65,2,11.87,13.63
71.96,52.82,2,30.0,20.12
63.0,5.14,2,3.58,8.7
74.05,27.07,1,8.64,8.34
93.56,27.01,3,0.24,12.01
68.14,5.38,3,1.68,8.42
74.36,5.0,3,2.32,8.74
75.87,117.44,2,18.55,18.82
87.73,15.01,6,0.02,12.13
41.3,7.74,4,1.84,9.98
65.9,5.64,7,13.33,19.83
78.17,33.04,4,1.83,10.48
93.0,28.21,7,1.27,16.13
67.62,30.95,1,6.55,7.04
46.85,5.0,5,6.84,13.06
84.3,67.2,5,3.19,14.94
65.47,14.79,4,14.68,13.4
57.16,11.28,4,1.13,11.25
65.63,18.62,10,12.23,25.93
72.23,14.83,1,7.04,6.1
65.93,59.76,5,2.3,9.92
41.92,79.46,3,8.22,13.29
88.46,10.85,4,0.71,12.11
94.12,59.84,5,0.7,14.49
84.77,45.63,1,13.29,11.0
57.93,80.13,4,0.5,13.22
71.98,8.46,5,0.02,10.12
74.9,25.81,4,2.46,11.77
83.98,9.63,3,0.55,9.51
85.03,52.13,5,9.94,19.98
63.99,5.0,2,12.8,12.87
76.23,24.96,2,3.29,9.5
81.86,12.43,4,2.77,11.57
96.84,11.69,6,3.87,14.18
85.57,31.06,4,1.28,7.96
86.84,57.21,7,1.77,16.73
76.26,28.19,7,0.53,12.93
96.16,57.56,1,2.96,9.27
81.15,9.22,2,4.73,9.8
62.08,21.99,4,13.31,16.31
96.05,17.96,3,6.72,11.38
85.47,5.0,3,6.42,13.62
68.35,24.41,3,1.84,9.96
67.81,32.5,3,10.96,12.14
79.45,26.89,5,14.68,22.36
81.95,39.99,2,13.46,14.18
77.96,25.41,3,0.2,6.92
79.67,5.0,3,4.64,9.75
100.0,5.0,5,5.15,12.9
91.07,27.23,5,1.75,15.42
77.86,9.65,4,24.41,23.88
89.12,5.0,7,1.72,17.01
59.51,16.84,5,1.22,12.19
80.97,24.24,3,3.31,12.48
100.0,11.96,5,1.95,13.31
71.73,38.24,10,12.89,26.3
62.29,30.97,2,2.9,6.86
65.22,12.14,1,2.64,6.05
58.66,42.18,3,4.92,11.27
63.23,31.38,5,0.42,6.77
69.44,30.44,5,7.07,14.08
53.92,24.18,3,7.31,11.5
75.23,5.0,5,3.21,12.84
88.53,35.77,4,15.58,18.14
61.38,14.15,6,4.33,15.35
97.79,85.74,3,5.94,12.73
82.66,51.11,2,12.91,12.61
90.46,26.58,5,5.49,16.99
65.13,8.72,4,2.83,12.38
87.82,6.83,2,0.13,6.67
58.62,12.48,8,6.52,18.29
88.35,19.42,4,16.74,20.38
77.58,10.53,2,3.18,8.71
83.3,21.7,12,2.08,24.36
57.37,5.42,5,3.66,13.0
61.57,114.11,6,6.52,16.76
83.96,5.0,3,0.0,9.56
60.77,80.62,4,10.91,14.39
81.95,73.46,3,10.87,15.85
54.49,22.36,6,3.9,13.93
87.72,38.72,6,0.65,13.82
56.51,17.18,2,5.57,7.03
83.28,29.83,1,0.74,6.73
84.38,12.49,6,3.54,15.26
64.55,10.75,4,0.49,8.39
83.73,25.9,4,4.45,10.45
78.91,20.68,6,1.91,11.78
66.92,25.99,1,8.89,9.34
59.87,10.13,4,8.05,13.65
45.56,13.72,2,30.0,23.28
80.24,5.0,3,1.49,9.27
51.53,5.0,1,0.32,1.88
76.43,8.77,6,2.93,14.12
71.05,5.0,3,0.44,10.23
85.19,5.0,3,0.98,8.31
70.47,50.29,5,4.55,15.81
70.06,5.0,2,4.48,9.09
85.98,32.27,1,0.22,7.42
80.03,9.55,8,2.93,20.41
79.74,61.57,2,3.78,7.15
82.04,19.91,4,1.56,12.56
51.97,10.94,4,10.28,13.78
86.35,21.87,3,0.88,8.2
84.19,14.44,2,1.46,8.03
59.75,24.92,3,0.85,10.87
71.34,5.0,3,0.62,10.46
74.41,120.0,4,10.56,14.0
72.98,16.63,5,1.63,11.09
80.01,12.84,5,6.41,16.33
96.47,37.16,3,2.79,11.31
91.23,13.57,3,5.05,11.79
55.32,53.74,3,13.17,12.39
84.33,18.17,5,9.31,15.56
94.93,38.14,7,0.36,14.02
80.8,5.0,1,9.33,7.81
91.36,56.15,5,3.01,12.62
100.0,39.92,3,2.16,9.85
90.36,7.14,2,5.58,9.28
78.74,5.0,3,15.0,14.76
90.68,11.41,1,0.49,8.0
77.17,111.98,5,7.31,15.52
75.36,8.9,3,1.14,11.12
69.73,18.27,3,2.39,8.76
98.45,5.0,7,10.35,21.34
62.72,15.19,6,3.95,15.07
97.99,25.41,1,0.35,5.65
82.5,91.81,2,3.55,9.94
54.01,21.82,6,7.79,15.21
80.51,51.3,3,3.76,11.82
43.5,23.76,3,0.91,7.33
84.38,5.0,6,2.94,13.65
88.28,11.35,4,12.91,17.24
66.11,25.71,9,5.37,20.43
76.85,90.23,7,6.54,21.89
100.0,58.8,6,7.71,18.94
67.41,7.78,2,0.48,6.75
59.12,7.46,5,4.36,13.4
97.22,6.74,4,2.36,10.73
100.0,76.72,1,0.75,5.57
75.06,57.45,3,1.13,9.31
90.17,44.73,8,7.6,22.66
95.12,14.96,5,0.88,14.8
63.86,21.06,4,1.87,7.66
67.72,18.73,3,1.68,10.04
93.46,8.77,3,0.25,6.17
100.0,21.1,2,3.1,10.59
83.44,5.0,9,7.26,21.98
61.8,5.0,5,0.11,8.14
100.0,65.3,2,0.6,10.89
67.04,41.79,1,6.37,11.35
69.97,16.49,10,4.5,20.93
80.14,21.84,7,6.28,18.22
98.31,13.86,3,1.31,12.52
87.81,40.5,1,8.14,8.95
81.22,46.0,6,3.27,13.81
81.95,43.23,1,4.71,7.41
75.65,38.47,5,0.48,12.22
83.37,6.86,2,1.15,7.91
37.06,12.37,3,7.42,9.44
70.55,19.04,9,1.27,17.53
78.62,12.05,3,0.49,8.07
57.73,42.19,5,4.55,12.63
80.79,11.99,5,3.97,12.57
71.93,5.0,3,4.68,9.38
100.0,15.28,5,4.82,12.16
98.6,117.23,4,3.47,14.28
68.01,7.68,4,3.4,8.3
72.74,28.41,2,12.9,14.68
73.89,17.02,3,3.82,9.55
68.23,5.0,6,4.8,14.72
77.93,20.08,4,1.55,10.45
63.63,36.34,1,10.24,10.04
58.04,21.6,4,0.12,11.22
84.34,61.7,1,4.07,6.75
84.44,10.23,5,2.42,10.67
62.94,5.0,5,4.63,13.22
88.43,82.73,6,2.23,15.17
65.53,14.25,4,6.32,13.22
78.8,25.77,2,0.1,8.5
87.31,47.11,2,2.6,7.79
74.5,11.76,4,8.9,15.27
81.82,37.78,1,1.44,5.41
67.25,5.0,1,0.27,5.19
72.05,10.33,7,3.43,14.13
71.91,5.0,6,18.76,22.26
63.8,50.02,3,0.33,8.66
72.35,7.56,5,0.36,9.77
51.77,37.91,2,4.52,6.44
67.63,86.1,5,1.44,14.16
70.73,22.51,8,2.64,16.55
71.16,23.3,5,8.87,17.4
71.38,18.54,2,1.11,6.62
74.07,11.83,5,6.35,16.53
82.19,19.37,5,3.51,12.27
88.12,27.7,7,11.77,23.46
65.25,120.0,5,18.05,22.05
56.95,83.3,2,3.32,9.49
59.37,59.45,4,4.39,10.65
67.69,65.98,6,6.85,18.0
69.72,18.92,2,1.92,8.91
63.45,32.14,2,1.29,6.86
55.56,67.63,1,16.72,10.56
68.16,14.97,4,2.83,9.4
77.72,97.92,4,0.01,9.85
83.93,16.12,5,9.09,17.19
66.64,27.57,1,4.58,6.88
68.81,37.12,6,0.92,12.85
61.1,90.23,5,0.15,11.29
74.53,8.42,4,1.72,12.93
62.27,41.13,6,13.15,19.44
83.6,22.07,4,13.55,17.62
48.21,9.38,1,1.86,4.07
69.61,44.96,2,9.04,11.7
79.52,24.1,5,2.92,11.87
77.76,32.45,4,5.31,13.6
100.0,11.7,3,2.04,8.99
80.25,19.69,7,3.63,17.77
59.94,28.82,2,1.74,6.24
73.57,15.57,5,0.32,13.02
48.36,6.63,5,0.75,13.26
73.79,97.82,3,1.72,10.68
62.5,21.49,1,18.7,16.3
88.73,39.72,3,16.86,19.16
66.76,15.88,3,8.79,10.35
73.25,13.16,8,1.32,16.71
65.47,15.69,2,2.91,8.74
100.0,15.79,4,2.9,13.61
70.18,23.57,5,2.45,12.89
100.0,23.52,4,0.23,11.75
87.21,20.62,3,3.82,11.12
82.23,5.0,5,0.38,12.08
80.53,20.56,1,8.1,8.08
80.91,5.56,2,5.88,9.72
46.08,5.0,4,2.18,7.3
70.82,80.93,4,5.21,12.75
87.68,27.86,5,1.33,12.13
74.27,32.32,4,1.54,10.04
53.92,15.41,1,1.89,3.82
74.21,71.9,8,7.97,21.3
100.0,30.48,3,1.18,10.12
93.7,43.98,2,4.14,9.86
74.07,13.79,5,1.12,9.88
89.27,96.58,2,1.68,9.47
69.5,51.52,6,1.34,15.72
49.44,57.71,5,5.18,15.26
61.13,5.67,1,3.74,7.08
98.44,9.48,6,6.39,16.83
70.89,10.09,4,1.24,11.17
71.35,9.48,6,0.05,11.75
70.5,58.02,3,5.71,11.4
100.0,5.0,5,0.61,11.77
99.39,5.0,1,1.41,8.62
100.0,9.6,5,1.82,14.74
72.61,6.69,4,6.87,13.12
79.43,7.91,4,4.92,15.16
52.25,47.98,2,1.02,7.54
97.15,24.84,4,4.56,14.08
57.48,5.0,5,6.16,13.91
78.25,16.83,5,2.46,11.03
58.54,15.72,3,1.41,7.05
66.17,5.0,2,5.68,9.15
62.44,33.82,5,4.72,13.48
65.88,36.33,4,0.41,10.99
66.91,38.28,2,5.49,8.73
66.78,39.11,5,3.35,13.27
87.5,5.0,4,7.0,14.09
58.43,92.32,2,1.06,8.18
78.31,50.49,3,1.49,10.03
93.27,70.3,6,3.92,14.69
67.3,5.0,4,3.29,7.7
64.23,81.48,4,2.44,10.38
71.54,49.79,4,6.85,13.04
92.7,54.46,3,4.16,10.35
77.91,5.0,3,6.19,11.49
67.03,40.27,4,0.83,12.07
82.26,96.5,2,6.53,13.07
58.47,34.05,4,3.1,11.74
85.22,25.36,5,0.17,13.75
81.13,87.36,5,1.34,12.29
70.38,17.55,5,0.13,10.69
62.42,27.44,7,3.05,16.53
61.7,19.41,4,1.97,9.68
83.02,81.02,2,21.89,18.82
93.43,5.0,4,10.14,18.62
65.44,20.86,4,8.73,14.13
81.88,34.84,3,3.48,13.56
43.69,47.09,5,8.23,11.85
66.23,26.24,3,1.55,8.08
74.53,71.88,5,4.11,15.09
61.35,85.41,6,2.5,14.88
60.95,5.0,1,0.94,2.02
64.98,15.44,3,0.38,7.85
79.38,5.0,5,4.08,17.3
72.19,11.99,6,0.51,13.44
41.43,23.09,4,6.33,12.53
43.19,72.5,4,12.72,14.76
65.9,56.23,5,0.88,12.54
81.87,5.0,3,3.18,10.25
33.79,5.0,2,6.71,9.81
67.5,26.69,1,1.69,7.8
67.11,22.79,5,12.68,18.18
95.83,9.29,3,10.97,15.04
69.22,68.91,8,0.55,14.36
80.74,78.67,2,0.14,5.85
77.12,15.46,5,18.74,21.11
43.04,66.3,4,15.67,18.41
86.52,14.53,4,2.74,13.94
78.23,40.05,7,0.26,13.87
82.62,19.38,4,4.82,10.6
100.0,5.0,7,1.74,17.85
43.74,78.91,3,13.8,13.68
100.0,18.16,6,7.92,15.89
70.69,39.78,8,5.24,18.08
79.31,13.73,6,1.67,13.26
74.32,5.0,4,6.04,14.8
68.64,5.0,5,1.71,13.17
66.45,20.57,3,0.19,7.16
79.94,35.13,1,3.55,9.95
52.24,12.23,1,3.35,6.18
86.26,35.67,3,7.2,14.6
68.76,35.98,6,10.04,20.05
58.05,36.52,2,2.19,7.21
68.25,20.35,1,2.98,7.6
93.86,73.91,2,3.18,9.9
66.97,20.15,5,1.96,13.56
80.38,17.95,3,6.8,12.35
64.04,6.67,3,3.69,11.1
86.37,11.03,5,12.26,20.42
85.28,5.0,2,5.25,10.8
100.0,30.12,3,1.19,10.46
72.37,8.57,1,0.9,5.6
85.03,10.88,8,2.33,13.16
76.47,44.2,6,2.13,13.56
94.44,11.89,4,2.61,13.63
64.22,8.32,3,1.01,9.81
86.18,5.56,2,19.13,15.87
72.08,44.73,1,0.79,6.49
74.04,5.0,5,5.29,13.64
76.38,18.14,6,0.07,14.19
78.78,21.21,5,2.61,16.41
73.26,34.88,1,1.85,7.73
78.22,30.09,7,2.41,15.11
98.67,49.94,1,3.45,8.87
89.78,5.0,3,4.59,13.47
88.04,10.55,3,4.38,9.15
68.17,9.86,1,4.98,6.64
61.66,5.0,3,9.31,13.38
89.33,10.24,3,10.89,16.52
88.14,11.12,4,6.68,14.85
97.09,22.14,5,0.41,12.02
65.94,32.69,2,16.26,15.78
71.56,14.39,4,14.73,17.8
50.41,38.13,3,6.22,11.29
69.11,12.29,6,3.64,14.34
89.95,10.29,4,1.44,11.47
68.0,23.37,1,7.06,7.46
84.61,5.0,5,10.51,20.79
72.14,5.0,5,5.47,14.16
79.86,16.24,5,4.96,15.07
57.78,85.9,7,1.07,15.03
76.28,38.35,5,2.21,14.33
30.13,5.0,5,6.42,10.35
72.2,56.19,3,0.09,6.47
50.54,39.54,4,5.13,11.7
93.09,28.32,6,7.28,20.85
86.66,51.49,5,2.04,15.52
82.0,15.53,4,0.4,9.34
97.82,7.51,3,8.55,14.56
60.77,21.52,2,0.76,5.83
100.0,23.88,4,2.32,13.2
88.98,23.19,1,6.14,10.16
71.45,24.98,6,8.49,18.62
92.03,89.1,7,9.92,19.2
58.41,69.76,3,3.78,8.57
62.63,62.56,1,3.23,7.18
65.87,48.5,3,9.43,11.77
67.07,86.17,6,4.14,14.19
59.15,5.0,5,4.32,13.11
93.35,9.24,7,2.85,15.37
71.12,20.5,3,2.33,12.95
80.29,56.23,2,3.27,8.79
66.44,21.11,1,2.27,5.9
47.69,41.35,4,2.1,10.57
79.05,5.0,7,25.31,24.93
46.32,8.73,4,2.05,10.25
73.97,39.48,4,1.48,11.61
54.48,5.4,3,2.18,7.88
100.0,12.99,4,4.47,13.86
88.67,9.23,6,12.1,20.28
76.59,12.92,4,7.75,16.07
93.96,36.96,5,9.23,21.18
62.31,13.76,1,9.8,8.15
83.15,24.31,5,12.66,16.45
78.0,5.0,4,1.34,10.81
78.96,49.05,3,3.07,7.68
94.09,13.86,2,2.43,10.13
85.99,31.37,4,2.41,12.19
79.33,38.77,4,5.28,13.8
50.18,7.06,3,2.57,7.96
60.6,64.8,6,4.79,15.89
73.16,28.73,6,2.41,15.05
76.4,16.8,7,1.86,15.83
58.05,6.04,2,2.18,5.07
100.0,85.58,1,8.14,12.26
97.75,42.2,5,4.59,18.17
84.03,7.0,5,18.25,21.3
76.08,12.36,3,8.94,13.18
71.82,49.77,2,3.33,11.42
60.72,35.69,5,1.39,10.71
76.16,43.55,6,5.6,17.67
78.87,17.46,4,6.48,12.68
56.37,37.81,3,3.12,11.14
80.01,14.66,3,1.31,10.6
72.67,7.12,4,4.07,11.17
46.38,30.05,7,1.46,13.65
62.09,111.91,7,14.07,23.97
68.8,11.16,4,4.96,9.32
100.0,18.54,4,1.73,11.51
83.35,33.63,4,1.22,12.27
54.97,23.39,7,6.31,16.33
82.29,55.63,4,6.15,14.32
51.79,43.03,3,4.55,7.02
91.24,5.0,5,4.76,13.25
67.93,120.0,2,4.63,11.73
73.6,41.88,4,2.23,10.37
94.89,59.83,1,13.86,12.22
55.69,31.6,4,3.26,12.54
54.04,58.2,5,0.1,12.0
66.25,5.0,7,2.14,13.33
90.58,12.82,2,0.7,8.3
52.21,62.73,2,2.26,6.2
32.52,6.76,2,4.69,6.85
68.23,5.0,5,0.11,11.32
83.28,46.55,5,10.21,16.33
93.0,54.14,6,4.71,18.02
68.05,5.33,4,1.75,11.71
68.83,57.8,3,1.86,10.23
92.31,34.82,4,3.13,13.38
46.95,22.02,2,1.43,4.25
69.17,53.2,4,0.02,12.4
77.86,16.3,6,0.13,13.09
81.74,6.47,4,2.21,9.9
67.35,10.06,3,0.66,8.59
75.52,21.11,3,0.11,9.8
37.68,22.74,3,9.8,12.43
65.13,49.13,4,1.6,9.25
81.8,47.01,1,3.5,9.26
60.27,26.12,3,0.99,8.35
75.88,45.53,3,0.24,9.92
81.7,6.39,6,6.83,15.4
69.86,5.0,6,0.67,14.48
77.56,62.06,4,0.13,11.25
60.56,5.0,5,4.42,14.61
71.9,8.5,6,0.07,10.47
84.15,35.65,1,2.87,5.63
77.35,15.8,4,1.7,10.62
66.2,62.7,3,1.92,12.02
78.36,10.61,2,0.02,10.05
85.72,5.0,8,16.67,23.37
44.25,10.73,2,3.64,7.29
92.39,25.89,1,4.25,8.91
69.96,14.15,1,5.48,9.05
81.38,22.96,2,7.99,12.77
92.96,62.77,2,4.68,9.36
54.42,73.08,4,7.18,13.63
64.36,9.28,6,2.98,10.85
70.67,18.6,6,2.32,15.22
63.24,23.9,8,8.66,19.38
100.0,89.34,8,10.02,21.69
62.15,120.0,6,0.74,14.98
66.67,8.05,3,3.91,9.37
78.07,38.95,6,5.75,18.32
56.97,14.25,5,0.44,9.47
69.06,5.0,4,13.27,19.5
79.76,5.0,6,3.67,16.19
70.01,18.52,5,5.18,15.83
73.6,20.1,3,0.98,7.46
67.06,5.0,4,1.54,12.89
52.28,34.84,3,0.64,6.2
79.82,10.44,2,1.53,7.62
100.0,24.62,8,3.39,21.06
75.28,10.74,4,8.97,15.19
78.38,5.49,2,3.81,7.06
85.39,15.69,2,1.4,9.93
55.96,7.93,3,0.23,8.05
100.0,22.96,2,4.86,10.19
78.03,6.65,5,2.73,10.56
99.48,21.3,4,20.79,22.37
64.0,5.14,5,7.57,14.32
100.0,33.35,4,8.26,15.92
86.63,42.07,2,0.06,5.69
83.3,5.0,4,7.52,13.38
78.51,18.92,5,1.08,13.0
71.27,5.0,1,4.41,10.17
93.01,27.35,5,2.97,13.78
77.11,9.21,4,4.24,14.29
45.49,22.5,5,0.72,11.69
58.24,21.86,2,3.05,8.15
72.21,77.45,5,0.19,10.98
79.65,23.89,4,0.21,9.03
74.15,26.24,1,5.36,9.25
93.28,15.41,4,15.15,17.71
45.73,89.32,4,7.51,12.61
77.15,45.04,10,3.17,20.92
47.73,10.08,5,0.29,9.95
86.4,55.78,3,0.23,11.22
73.58,16.99,3,0.86,8.13
81.29,52.92,2,18.61,18.45
62.04,51.93,6,2.54,14.9
94.19,6.28,3,9.27,11.44
90.63,36.23,2,6.11,11.63
83.75,10.3,1,4.65,4.18
73.06,10.59,4,14.77,15.87
83.7,10.54,6,1.31,14.71
64.4,38.79,5,3.03,12.87
87.83,7.83,5,10.0,14.37
